Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK18,OUT017,2759.1682
FDB52,OUT019,811.6918
DRG25,OUT027,4774.605
FDZ13,OUT049,847.8584
FDB57,OUT019,704.91284
FDR40,OUT046,1449.1147
NCO14,OUT019,210.11632
NCN19,OUT045,3046.7688
FDQ28,OUT019,486.44342
FDO13,OUT018,2260.5425
FDK48,OUT013,1215.8132
FDU07,OUT018,2109.544
FDW20,OUT046,2064.0222
FDV12,OUT010,258.40988
FDH24,OUT013,2428.3452
FDV59,OUT049,3653.4443
FDK57,OUT045,2105.5117
FDL16,OUT027,1356.848
NCQ17,OUT046,2470.613
FDJ15,OUT018,2438.776
FDX24,OUT049,1654.9873
FDT47,OUT046,1744.8928
FDT10,OUT049,1157.3354
FDZ37,OUT018,1213.7224
FDW43,OUT027,5822.3433
DRN36,OUT017,1629.4353
FDJ14,OUT045,1343.5154
FDA32,OUT013,3691.8738
FDJ38,OUT019,616.57056
FDQ57,OUT017,2462.0508
NCQ41,OUT019,545.58276
FDG56,OUT049,1067.0232
DRC13,OUT027,2938.391
FDV55,OUT035,2468.0583
FDQ49,OUT045,2627.8152
FDE29,OUT010,292.20724
FDR03,OUT013,3320.997
FDD45,OUT049,1642.8774
FDN38,OUT010,817.797
FDT56,OUT046,1068.7975
FDT48,OUT045,3222.7957
FDU03,OUT049,3019.9895
FDC56,OUT010,388.33884
NCO43,OUT027,2511.782
FDQ27,OUT017,1720.6038
FDR03,OUT046,3093.802
DRH23,OUT010,294.78827
FDG22,OUT045,774.9576
NCJ42,OUT013,1630.401
FDR24,OUT046,1666.7938
FDW60,OUT035,3016.7007
FDJ08,OUT013,3129.3
DRL59,OUT018,675.1441
FDG60,OUT010,593.6501
FDW27,OUT017,2612.004
FDX14,OUT018,1082.9799
FDC20,OUT013,876.74976
NCS29,OUT018,3397.849
FDJ56,OUT046,1712.54
FDB20,OUT019,241.49158
FDL28,OUT027,5790.9243
FDW01,OUT018,2096.5671
FDL03,OUT046,3016.054
FDX22,OUT049,3387.848
FDJ21,OUT035,2567.19
FDR31,OUT045,2455.6287
FDG21,OUT035,2662.5103
FDS22,OUT027,1274.0034
FDK08,OUT035,1709.8915
FDE17,OUT018,2016.6635
NCN30,OUT017,1625.6753
FDT50,OUT046,1703.5648
NCX42,OUT049,2780.753
FDJ12,OUT035,3552.171
NCA18,OUT027,2924.3716
FDP23,OUT019,657.83655
FDX12,OUT013,3783.4526
FDN40,OUT018,2110.5833
FDV48,OUT035,1323.0493
NCY54,OUT013,2716.0898
FDL16,OUT010,293.29846
FDR45,OUT018,3041.1064
FDJ52,OUT046,2637.666
DRG01,OUT017,1323.0718
FDP52,OUT013,3960.008
FDU58,OUT017,3138.5015
FDL02,OUT045,1766.3506
FDG28,OUT013,4223.9673
FDA19,OUT035,2212.118
FDW46,OUT027,1765.7656
NCD43,OUT049,1856.0321
DRG39,OUT013,817.75653
NCF55,OUT049,760.21014
FDJ07,OUT046,1999.3757
FDE08,OUT046,2470.8489
FDP56,OUT019,209.6347
FDT45,OUT045,986.53864
FDF17,OUT018,2687.9053
FDX44,OUT046,1504.8087
FDM28,OUT027,4560.149
FDI36,OUT049,3454.1125
FDS07,OUT045,1951.0116
FDD36,OUT045,1929.4506
FDW11,OUT046,1124.5144
FDN40,OUT049,2658.6003
NCQ18,OUT049,1754.6879
NCQ54,OUT017,2759.1682
NCS42,OUT045,1576.5967
DRH39,OUT010,297.16913
FDC09,OUT027,2573.0542
FDT08,OUT010,451.9824
FDC08,OUT035,3665.74
FDT20,OUT017,668.5049
FDS35,OUT035,1115.2964
FDX58,OUT018,2478.7961
FDW58,OUT046,1816.8953
DRD27,OUT046,1721.5162
FDH32,OUT019,286.21014
FDS26,OUT035,4207.424
FDQ31,OUT046,1511.9915
FDP11,OUT018,3078.5503
FDD58,OUT017,1698.1825
FDM33,OUT045,3332.1438
FDZ16,OUT049,3255.6685
NCS29,OUT010,820.7992
NCM18,OUT019,217.58958
FDP11,OUT049,3697.0923
NCC42,OUT017,2364.7932
DRM23,OUT046,2720.5552
NCN55,OUT027,5983.491
FDK46,OUT013,3816.4194
FDR01,OUT046,3312.5757
NCA05,OUT045,2497.3245
NCP43,OUT017,2956.197
FDR12,OUT010,350.8683
FDQ01,OUT013,4547.14
FDM13,OUT046,2271.8574
FDQ19,OUT017,3966.0266
FDK56,OUT019,542.91943
NCX06,OUT010,535.2824
FDO56,OUT027,2909.476
FDU45,OUT045,1986.9808
FDI16,OUT019,200.7827
FDL32,OUT046,1942.6354
FDA07,OUT046,2095.5295
FDA14,OUT045,2436.9846
FDV46,OUT027,3441.8806
NCO07,OUT035,3422.6182
NCP41,OUT046,1778.6921
FDY60,OUT018,1920.9977
FDN38,OUT017,3916.2705
FDO15,OUT046,1342.794
FDT60,OUT013,1874.4768
FDA55,OUT035,3653.5288
FDE02,OUT010,308.31113
DRJ39,OUT049,3659.0195
FDV34,OUT035,1350.7742
FDS20,OUT027,4468.1816
FDF02,OUT027,2525.73
FDW40,OUT017,2405.1355
NCB43,OUT046,2828.307
FDR58,OUT017,1545.652
DRJ59,OUT035,750.8213
NCD30,OUT017,1676.4294
FDE14,OUT017,1651.321
FDC28,OUT018,1541.7374
FDU16,OUT018,1162.8542
NCD19,OUT035,992.93414
FDU21,OUT046,782.27325
FDV59,OUT027,5279.324
FDU03,OUT045,2985.1953
FDC33,OUT010,609.84406
NCR42,OUT035,677.45276
DRH59,OUT035,1312.186
NCM31,OUT035,2368.7563
FDS50,OUT035,3703.4717
FDP39,OUT046,966.32904
FDQ55,OUT013,1880.9714
FDV36,OUT019,357.12796
FDI05,OUT027,2013.2968
FDS45,OUT027,2601.7131
FDA39,OUT045,731.0391
FDC37,OUT010,272.75635
FDJ60,OUT027,4086.2432
DRQ35,OUT046,2035.7375
NCJ06,OUT046,1981.2166
NCY42,OUT018,2011.6416
DRM37,OUT049,3222.1714
FDR14,OUT045,898.66266
FDE51,OUT049,843.902
FDT33,OUT017,2800.8909
FDR08,OUT013,1782.8323
FDE36,OUT010,337.012
FDL22,OUT019,285.3934
FDR44,OUT013,2116.9263
FDI56,OUT019,266.57718
FDE47,OUT010,492.50723
FDV27,OUT010,317.00555
FDV10,OUT049,879.38635
FDC40,OUT045,1311.3474
NCX41,OUT013,3459.6328
NCQ38,OUT027,2643.7676
FDV12,OUT027,2471.314
FDE52,OUT017,1493.902
FDG20,OUT027,4500.285
FDV16,OUT027,1151.8477
FDI32,OUT017,1934.9327
FDJ32,OUT049,1123.283
FDN39,OUT018,2238.285
FDY34,OUT017,2817.8418
FDC14,OUT035,762.5307
FDA55,OUT017,3713.959
FDZ50,OUT010,507.07736
DRG13,OUT049,2858.618
FDP01,OUT013,2442.7659
NCG54,OUT017,2854.3188
FDM13,OUT045,2188.5051
NCO18,OUT027,4577.756
NCW41,OUT013,2481.3914
FDM52,OUT027,3685.402
NCF55,OUT035,677.45276
FDT09,OUT046,2251.953
NCM19,OUT035,1965.7169
FDW12,OUT018,1980.0404
FDP15,OUT019,614.5739
FDK36,OUT045,869.73956
FDZ25,OUT035,2912.557
NCW06,OUT049,3178.2825
FDW60,OUT046,3171.9873
DRC49,OUT013,2309.8271
NCT17,OUT035,3153.9153
NCN06,OUT018,2255.467
FDC45,OUT013,2747.5325
DRJ47,OUT019,496.9404
NCF06,OUT045,3740.1003
FDE21,OUT010,369.64713
DRG27,OUT013,667.11743
FDW40,OUT049,2428.639
NCO53,OUT046,2838.8628
FDE23,OUT049,937.18256
FDQ16,OUT046,1850.6097
FDS26,OUT045,4079.1697
FDZ13,OUT010,225.94711
FDS14,OUT049,2695.1165
FDC10,OUT045,2104.083
FDY16,OUT049,3113.928
FDJ20,OUT035,2158.6013
FDV43,OUT035,776.0838
FDZ32,OUT027,2616.2727
FDR23,OUT046,2969.4573
FDN24,OUT035,932.3199
FDE34,OUT027,4661.591
FDU31,OUT013,3659.0295
FDW33,OUT018,1540.4463
FDU26,OUT046,2029.3954
FDE20,OUT027,4296.2397
NCW05,OUT035,1843.6316
FDB22,OUT018,2115.6716
FDO56,OUT046,1988.9559
FDA19,OUT027,3201.735
DRI39,OUT045,959.26855
FDH52,OUT018,809.4962
FDZ50,OUT035,3081.5833
NCN42,OUT035,2535.948
FDB53,OUT013,2369.6292
DRG11,OUT017,1855.5919
DRK11,OUT027,3464.6506
FDQ60,OUT017,2068.359
FDT36,OUT017,649.5218
DRG25,OUT018,2519.718
DRJ23,OUT046,2956.6465
FDG05,OUT035,2693.9192
NCK06,OUT018,1719.7031
FDU52,OUT017,2555.962
FDW07,OUT018,1220.2324
NCM17,OUT045,803.8651
FDA22,OUT045,2823.3984
NCA41,OUT018,2635.561
FDF38,OUT035,762.5307
FDH52,OUT046,1130.0295
FDY58,OUT019,811.7576
FDZ16,OUT045,3185.0557
NCM18,OUT017,1044.1759
FDA22,OUT018,2309.5935
NCJ43,OUT035,2965.3093
FDI34,OUT027,5755.9863
FDG56,OUT046,1114.4136
FDS34,OUT046,2022.7255
DRC01,OUT035,965.5022
FDQ04,OUT035,731.6339
FDK04,OUT035,1002.32587
FDT51,OUT049,1960.2509
FDV26,OUT017,3272.2415
FDS04,OUT049,2069.7534
FDW43,OUT018,2956.492
FDQ28,OUT010,443.9777
NCK06,OUT017,2053.793
FDS23,OUT018,1828.403
FDZ36,OUT019,607.4558
FDE56,OUT018,835.94855
FDW10,OUT027,4438.122
NCN14,OUT045,2985.1907
NCQ18,OUT045,1694.3916
FDW08,OUT017,1804.7587
FDU43,OUT035,3791.6597
FDR33,OUT010,415.6861
FDM24,OUT010,319.643
NCZ05,OUT046,1733.2687
NCV41,OUT035,1963.0837
FDV11,OUT018,2311.6118
NCY05,OUT035,699.17834
FDV44,OUT018,2457.0564
FDW32,OUT049,1467.2107
NCU18,OUT027,3583.8286
NCC43,OUT035,3824.8984
FDW19,OUT013,1784.7786
FDN31,OUT035,3198.8127
FDI48,OUT045,892.8855
FDS24,OUT017,1523.3613
FDF46,OUT049,2108.5017
DRG23,OUT017,2517.1882
FDG14,OUT018,2011.5201
NCY30,OUT049,2999.3726
FDO28,OUT018,1730.9
DRD24,OUT035,2530.4553
FDI33,OUT049,1671.4448
FDN32,OUT046,2936.929
FDR16,OUT045,3442.85
FDF26,OUT046,2622.9807
NCN29,OUT018,611.29065
FDE20,OUT045,2773.9268
FDA46,OUT046,2822.927
FDU28,OUT045,3081.104
FDQ48,OUT045,1676.8441
FDV36,OUT013,1961.3971
FDR14,OUT018,695.2554
FDP23,OUT017,3592.6467
FDP56,OUT013,802.90106
FDK48,OUT010,275.50543
FDR48,OUT046,2638.0786
NCY29,OUT049,1074.2325
FDM22,OUT018,707.68524
DRJ01,OUT013,2548.0361
FDZ43,OUT045,3766.5212
FDV03,OUT035,2651.4204
FDX11,OUT027,4494.7773
NCA41,OUT027,4995.3887
FDE38,OUT017,2745.9268
FDI27,OUT018,604.16364
FDN32,OUT013,2991.53
NCN43,OUT017,2058.7852
FDB47,OUT027,5285.7456
FDV03,OUT017,2590.1921
NCN30,OUT045,1718.7919
NCV54,OUT010,400.05255
FDV07,OUT013,1733.9951
FDP07,OUT049,3298.1882
FDK48,OUT018,1058.5543
FDM15,OUT019,476.43582
FDY19,OUT027,2910.7
FDK46,OUT046,3086.6685
FDY11,OUT045,1131.0273
FDH09,OUT046,984.314
FDO08,OUT027,4179.1143
FDU14,OUT013,4482.776
FDD22,OUT027,2807.5464
FDM27,OUT017,2644.411
FDL02,OUT027,2629.5918
NCA17,OUT035,2527.6218
FDE38,OUT019,482.9577
NCG07,OUT049,3115.996
DRC27,OUT013,4419.9683
FDA27,OUT035,4083.2397
FDW40,OUT045,2375.8223
DRI11,OUT013,1828.009
FDN50,OUT046,1667.7651
FDR12,OUT046,3054.7085
FDT34,OUT027,2606.2964
FDW11,OUT035,1067.6218
NCO30,OUT027,4719.2866
FDZ34,OUT017,3235.0493
FDU45,OUT017,1894.1387
NCD42,OUT035,713.18243
FDX25,OUT045,2764.547
NCR29,OUT046,1083.2715
FDX43,OUT019,492.87427
FDB04,OUT010,267.328
FDR49,OUT027,1376.8644
FDS39,OUT018,1977.9247
FDW58,OUT045,1863.6838
FDG22,OUT019,198.52399
FDG31,OUT017,1062.9196
NCV53,OUT027,6034.8384
DRJ37,OUT035,2651.6519
FDV07,OUT035,1912.6426
FDW52,OUT018,2193.2134
FDT15,OUT045,3011.2146
FDD02,OUT018,1681.1771
FDM16,OUT035,1254.2466
NCE55,OUT046,2698.534
FDB57,OUT018,2883.8123
FDQ04,OUT013,684.2925
FDQ47,OUT019,202.73389
FDY14,OUT019,837.17377
DRK37,OUT017,3133.3606
FDO25,OUT017,3484.0195
FDL57,OUT046,3267.413
NCK29,OUT018,1743.9812
FDK46,OUT027,6200.267
NCB43,OUT010,593.81586
DRE01,OUT027,5924.32
FDC46,OUT018,2512.694
FDQ23,OUT045,1745.199
FDX38,OUT049,911.2162
FDG60,OUT018,3336.5579
FDW55,OUT017,4027.6802
FDP39,OUT013,783.3014
FDB20,OUT018,1088.125
FDV21,OUT017,2126.2441
FDZ02,OUT013,1556.2698
FDP19,OUT027,2956.3162
FDA38,OUT035,3985.8152
FDH22,OUT045,2169.1096
DRM11,OUT045,3902.3662
FDO12,OUT027,4655.894
FDT14,OUT049,2077.1868
FDW34,OUT010,750.7785
FDG04,OUT027,4808.566
FDW59,OUT018,1213.7639
FDR33,OUT018,1569.1945
FDP32,OUT013,2041.2599
FDL13,OUT027,5771.1367
FDD22,OUT013,1821.139
FDV40,OUT027,1907.6152
NCD55,OUT046,886.4028
FDQ20,OUT010,295.6492
FDD28,OUT045,990.2016
FDC39,OUT045,3389.2954
NCR17,OUT049,2077.674
DRO35,OUT018,1649.7123
FDF40,OUT049,3879.8193
FDR31,OUT018,1935.8871
NCQ41,OUT017,3225.2578
FDP38,OUT046,1024.1768
NCU54,OUT027,5402.184
FDG22,OUT018,446.02536
DRK59,OUT013,3989.9478
FDC37,OUT046,1906.8286
NCO42,OUT013,2311.1125
NCT42,OUT017,2508.1802
FDX27,OUT035,1592.0648
FDV40,OUT018,1029.5464
FDT45,OUT027,1440.8074
FDS47,OUT019,384.1031
FDR45,OUT035,3613.5715
FDB03,OUT045,3819.0637
FDO49,OUT035,918.7944
FDU60,OUT027,4113.784
FDB26,OUT018,693.83154
FDB46,OUT017,3565.7231
FDQ37,OUT019,575.25464
FDN03,OUT017,3971.3938
NCX30,OUT045,3681.0718
FDK32,OUT019,477.90616
DRM47,OUT013,3144.4954
NCO02,OUT046,1205.5975
FDP04,OUT013,1005.1521
NCO43,OUT049,1831.7152
FDD59,OUT013,1391.1962
FDQ10,OUT017,2859.095
FDW45,OUT035,2604.7751
NCK30,OUT049,3679.4902
FDU31,OUT018,2797.107
NCQ17,OUT019,446.86334
FDN01,OUT017,2862.9822
FDZ19,OUT049,2955.168
DRG37,OUT017,2609.994
FDE32,OUT045,698.0597
FDO34,OUT049,2868.9097
FDM04,OUT019,197.04724
FDZ25,OUT049,2927.6638
FDU08,OUT049,1762.8252
NCW30,OUT045,3740.1003
NCM18,OUT013,947.3446
FDS22,OUT035,839.4199
NCH18,OUT017,3914.03
FDC23,OUT013,2776.0007
FDY46,OUT013,2888.0554
NCU06,OUT046,3251.4846
FDX57,OUT045,1747.2891
FDX36,OUT027,5504.3457
FDL16,OUT045,824.24524
FDT16,OUT010,908.76605
FDN16,OUT018,1417.3395
FDC03,OUT046,3183.049
DRF60,OUT013,3809.8545
FDS27,OUT027,5002.321
FDP33,OUT010,647.25745
FDJ36,OUT018,1342.4093
NCR42,OUT013,521.4573
FDV14,OUT017,1467.8948
NCP42,OUT035,3230.858
FDB50,OUT027,2035.6438
NCC30,OUT027,4549.229
FDA23,OUT018,1459.8364
FDW16,OUT017,1545.7905
FDQ52,OUT010,831.397
FDB58,OUT049,2537.3706
NCP29,OUT049,1301.0297
NCM05,OUT045,3843.2053
FDO25,OUT013,3383.9326
NCM54,OUT046,2091.4553
NCL54,OUT046,2674.5144
FDL39,OUT010,507.07736
FDF53,OUT018,2364.895
NCQ42,OUT035,2217.8892
FDF58,OUT013,995.1302
FDZ04,OUT035,1099.557
FDE26,OUT019,422.30972
FDS60,OUT017,2879.4194
FDV58,OUT017,3259.6128
FDM04,OUT045,894.5373
FDE08,OUT035,2499.5522
NCB43,OUT049,3090.5505
FDU11,OUT010,301.92773
FDF22,OUT019,540.4287
FDE24,OUT013,2003.6644
DRJ49,OUT046,2183.1848
NCQ53,OUT035,3739.6533
NCL41,OUT013,574.21185
FDR22,OUT013,1857.9178
FDH04,OUT035,1579.7582
DRH15,OUT045,790.70166
FDY40,OUT049,902.09576
NCI17,OUT035,1722.4233
NCC18,OUT013,2749.8103
FDY28,OUT027,5425.8716
FDB45,OUT027,2616.3767
NCL30,OUT018,1785.3126
FDM10,OUT017,3470.3867
FDH22,OUT027,3138.058
NCZ53,OUT017,3143.971
NCI18,OUT013,3631.5676
FDH14,OUT027,3504.9124
FDR36,OUT027,1352.6901
FDW01,OUT045,2488.6106
FDK02,OUT027,2896.2534
FDJ02,OUT018,1964.3479
FDU55,OUT013,4547.599
NCV18,OUT027,2193.6135
FDH14,OUT018,1870.425
FDZ37,OUT045,1477.4612
FDX49,OUT049,3796.3616
NCD43,OUT046,1812.6412
FDZ07,OUT013,977.1622
FDK43,OUT035,2217.789
FDR32,OUT018,2968.4219
FDT39,OUT013,2451.5205
NCV54,OUT017,2037.8148
FDF38,OUT018,559.448
FDV60,OUT046,3485.9788
FDH44,OUT027,3604.125
FDS21,OUT046,1163.2681
NCL41,OUT045,719.2037
FDM46,OUT017,1613.6775
FDU27,OUT045,903.199
NCJ54,OUT017,3775.788
DRG51,OUT018,2278.8955
NCA29,OUT019,485.70056
FDR47,OUT045,3141.2515
NCL19,OUT027,3518.0596
DRG01,OUT049,1458.4241
FDG10,OUT046,1100.7695
NCV05,OUT049,2620.5679
NCH18,OUT019,627.0849
FDV14,OUT018,1222.4236
DRJ23,OUT035,3175.7637
DRJ11,OUT046,2917.8918
FDZ03,OUT017,3084.7844
FDI27,OUT010,225.91034
FDJ14,OUT018,1127.0587
FDU32,OUT017,2030.7666
FDD47,OUT027,4201.1016
DRF36,OUT035,3193.6287
FDM21,OUT046,3079.534
FDV10,OUT018,565.8512
FDH60,OUT018,2615.9368
FDX47,OUT010,360.83893
FDT19,OUT019,696.4674
FDO11,OUT045,4112.737
FDH24,OUT027,3685.8047
FDL02,OUT018,1489.3215
FDB02,OUT049,3024.1848
FDA43,OUT046,3072.59
FDG52,OUT045,824.24524
DRC12,OUT013,2922.7832
FDY37,OUT018,1917.3732
NCU18,OUT045,2371.4893
FDU09,OUT035,1050.8402
DRJ25,OUT027,1415.4508
DRE12,OUT018,1628.9971
DRL47,OUT017,2112.1914
DRK01,OUT046,1690.9231
FDC22,OUT019,606.0306
FDG44,OUT013,817.4747
FDW04,OUT035,2236.212
FDK09,OUT049,3455.552
NCN43,OUT035,2149.8855
FDG04,OUT049,3161.6643
FDH32,OUT010,325.64844
DRI47,OUT017,2423.768
DRE15,OUT013,1185.2023
FDY11,OUT035,1158.9082
FDO60,OUT049,879.14813
FDQ20,OUT018,517.6131
FDO57,OUT027,4042.4702
FDT14,OUT019,363.4958
FDA57,OUT049,864.3636
DRN35,OUT017,638.64355
FDJ03,OUT046,953.90643
FDX28,OUT017,1720.8458
DRE25,OUT045,1641.6774
FDR09,OUT046,3084.244
FDB23,OUT035,3678.107
FDO08,OUT045,2699.0735
FDQ23,OUT049,1774.5433
FDW04,OUT013,2099.063
DRK13,OUT010,668.5286
NCL17,OUT027,3413.6304
FDY21,OUT035,3226.2725
FDJ38,OUT027,4827.927
FDA37,OUT019,389.87766
FDV43,OUT013,703.8584
FDL36,OUT046,1655.6788
FDD53,OUT045,738.8928
FDZ19,OUT010,528.772
FDV21,OUT045,2183.122
NCL54,OUT018,2365.5574
DRI47,OUT027,3606.1135
DRG03,OUT049,2679.3203
FDG21,OUT013,2450.6714
FDW03,OUT018,1456.9678
NCI55,OUT046,2009.1213
DRC36,OUT019,571.5826
FDH22,OUT017,2199.5122
FDV20,OUT045,2140.0918
NCU41,OUT027,4968.467
FDN46,OUT027,2538.1648
FDK50,OUT045,2641.334
NCA05,OUT027,3693.6855
DRH01,OUT018,2383.2002
FDT08,OUT018,2072.013
FDM08,OUT018,2908.2336
FDZ07,OUT035,1049.998
FDS22,OUT017,776.343
FDV35,OUT027,3729.0566
FDI28,OUT010,301.17886
FDW58,OUT027,2672.6016
FDT52,OUT045,3830.667
FDY34,OUT046,2674.2625
FDR10,OUT046,2505.938
FDK57,OUT017,2045.3285
FDR02,OUT027,2697.8525
FDX49,OUT046,3774.7236
FDQ20,OUT046,783.29065
DRK23,OUT045,3836.1538
NCW06,OUT046,2885.6226
FDR31,OUT017,2454.7454
NCE43,OUT013,2665.9377
DRO59,OUT027,2020.8663
FDN09,OUT049,3515.5212
FDR11,OUT046,2839.5508
FDO57,OUT013,2526.9321
NCX18,OUT017,3237.1274
FDB05,OUT018,3400.3284
FDQ08,OUT018,806.6267
NCG43,OUT035,1663.1324
FDJ56,OUT013,1603.0
FDA13,OUT010,303.17108
FDO56,OUT017,1972.464
FDB37,OUT018,3296.9873
FDZ02,OUT018,1336.6267
FDQ24,OUT046,4109.9653
FDM16,OUT013,1189.9396
FDU35,OUT049,1757.4785
FDT35,OUT035,2876.568
NCX30,OUT049,3652.9453
FDG04,OUT017,3098.3904
FDI12,OUT035,1476.0303
FDE35,OUT035,1130.0535
NCP14,OUT027,2672.1887
NCY53,OUT045,1883.085
FDP49,OUT017,938.74615
FDQ04,OUT017,743.6633
FDM39,OUT035,2996.5376
FDO58,OUT019,469.9046
FDC56,OUT017,2014.8925
NCQ54,OUT046,2601.8276
FDV10,OUT027,1274.0034
NCK17,OUT046,784.2155
NCF55,OUT027,1163.399
FDV33,OUT013,3972.42
NCH29,OUT019,280.77716
FDA37,OUT027,3065.7285
FDH46,OUT018,1421.631
FDS25,OUT035,1887.4152
FDH04,OUT027,2279.395
FDX52,OUT046,3097.9663
NCD42,OUT017,666.6774
FDW47,OUT017,2015.7949
FDL25,OUT027,2331.1475
NCJ06,OUT010,400.05255
FDY09,OUT013,2699.496
FDS40,OUT046,746.5945
FDH41,OUT017,3584.1162
FDG38,OUT035,1433.5574
FDU03,OUT027,4582.128
FDV20,OUT046,2155.4915
DRB13,OUT045,3155.221
NCQ30,OUT013,1903.0665
NCH06,OUT013,4030.7502
FDU50,OUT018,1551.0012
NCO42,OUT019,419.9452
FDW09,OUT018,1113.5809
FDH04,OUT013,1455.6814
FDC21,OUT045,1809.9313
FDL21,OUT049,865.9431
FDM46,OUT010,385.56235
FDT22,OUT019,238.58688
FDB28,OUT035,3322.2485
FDI12,OUT018,1254.4651
FDA28,OUT045,2119.241
FDF59,OUT013,2069.811
FDM45,OUT027,2936.444
FDQ56,OUT017,1416.3711
FDR46,OUT049,2581.8066
FDT01,OUT013,3589.6318
FDD16,OUT027,1970.918
NCU30,OUT010,517.72766
FDM40,OUT010,419.25018
FDI56,OUT035,1619.1138
NCS30,OUT013,2013.379
FDU08,OUT017,1671.7504
FDX51,OUT027,5002.321
FDA43,OUT045,3179.092
FDX59,OUT010,310.67215
FDC37,OUT018,1525.9111
FDP58,OUT013,3347.9766
NCY42,OUT035,2459.0679
FDF21,OUT018,2469.5212
FDU10,OUT027,1193.742
DRL47,OUT018,1756.0991
FDA58,OUT018,3019.0027
FDJ22,OUT049,3203.4229
FDK50,OUT046,2630.217
FDO38,OUT035,1347.786
DRF60,OUT035,3611.4563
NCZ42,OUT019,615.9435
FDD35,OUT049,2182.9143
FDL25,OUT045,1547.219
FDJ16,OUT013,898.0576
DRK59,OUT049,3671.1748
FDI50,OUT046,3742.959
NCB19,OUT045,1508.8601
DRI37,OUT035,1110.8119
FDA14,OUT027,3630.4998
FDC08,OUT018,2944.5068
FDS45,OUT046,1855.3256
FDI21,OUT049,1204.6764
DRJ47,OUT035,2935.1567
DRE37,OUT027,4774.605
FDT55,OUT018,2097.0017
NCG42,OUT027,3216.8167
FDA31,OUT049,2910.6445
NCW42,OUT046,3197.1135
FDF50,OUT017,3229.1025
FDK56,OUT049,3130.1619
FDX10,OUT035,756.0134
NCK07,OUT027,4129.806
FDZ49,OUT017,3726.5486
FDR33,OUT013,1742.9773
FDO44,OUT018,1567.8153
FDA20,OUT046,2950.6353
NCL30,OUT045,2161.0642
FDI05,OUT019,232.21419
FDQ12,OUT018,3214.6208
FDH47,OUT017,1586.4062
FDH34,OUT018,2512.694
FDF29,OUT046,2229.2651
FDG40,OUT018,428.80515
NCE18,OUT017,3954.292
FDP21,OUT010,675.2584
FDY50,OUT013,1396.02
FDB36,OUT049,2280.4258
NCZ29,OUT049,2238.3354
FDU20,OUT018,1639.2157
FDO56,OUT013,1896.8849
FDW31,OUT049,3257.9402
DRH59,OUT013,1155.3239
NCB30,OUT017,3252.9348
FDK43,OUT027,3163.7266
FDW43,OUT045,3610.8218
NCL19,OUT017,2375.4646
FDJ27,OUT046,1758.1454
FDC45,OUT046,2791.3008
FDY40,OUT035,907.3052
NCM41,OUT035,1600.041
NCK18,OUT019,470.82816
FDP37,OUT049,2262.5212
FDA27,OUT027,6209.3657
NCX30,OUT035,3797.8525
FDR09,OUT017,3888.4875
FDG08,OUT027,4383.926
NCU30,OUT013,2599.8342
FDB16,OUT017,1484.8885
FDM16,OUT017,1231.8982
FDC48,OUT013,1275.0724
NCF18,OUT046,2862.848
FDU46,OUT018,1154.4165
FDH41,OUT018,2957.966
NCN42,OUT010,469.40353
FDU49,OUT046,1566.8308
FDB20,OUT027,2039.2118
FDG50,OUT019,278.7721
FDW20,OUT045,2062.6055
NCO55,OUT049,1981.8986
FDX48,OUT046,2769.6672
FDU48,OUT046,2324.6985
FDR48,OUT019,422.39783
FDK27,OUT013,1935.0131
FDT35,OUT013,2641.4478
FDN12,OUT049,1924.5365
NCE31,OUT019,217.6744
FDL21,OUT017,717.4384
FDV56,OUT017,1804.8011
FDR16,OUT017,3568.5168
NCP41,OUT049,1929.2411
FDJ27,OUT013,1664.1672
FDA07,OUT017,2071.04
FDK55,OUT049,1630.8663
FDM33,OUT049,3413.9907
FDY46,OUT046,2768.8206
FDD36,OUT046,2086.3452
FDB12,OUT027,2491.4604
FDF28,OUT019,382.36667
NCE07,OUT019,414.30115
FDW50,OUT027,4131.181
NCW18,OUT017,3812.6304
NCJ17,OUT019,255.00569
DRZ24,OUT010,459.946
FDS07,OUT035,1997.1721
NCW05,OUT010,361.67648
FDZ22,OUT018,1174.2155
FDK02,OUT046,2045.6328
FDZ45,OUT027,5011.009
FDL25,OUT046,1635.2703
FDS08,OUT045,2864.7976
NCZ42,OUT027,5946.314
FDX57,OUT035,1758.6221
FDF21,OUT046,3025.4983
FDJ56,OUT018,1395.5216
FDX10,OUT013,626.3016
DRG48,OUT035,2576.3499
DRN37,OUT046,2591.8223
NCY41,OUT018,409.4589
FDN28,OUT045,1736.0918
FDE34,OUT045,2950.882
FDR10,OUT045,2723.9285
FDC32,OUT017,1570.3362
DRG13,OUT046,2560.7412
FDP59,OUT049,1814.6996
NCT53,OUT010,488.45218
FDL57,OUT027,6171.7085
FDN32,OUT010,558.548
FDK09,OUT018,2938.4697
FDA52,OUT010,518.5193
FDC57,OUT049,3205.0361
FDI09,OUT035,3707.7214
NCB07,OUT046,2952.539
FDP26,OUT035,1781.3777
FDP40,OUT027,2770.6213
FDL15,OUT013,2382.4954
FDV07,OUT046,1883.6375
FDS03,OUT017,1113.4607
FDE50,OUT049,3166.0134
FDQ15,OUT017,1337.918
FDQ33,OUT010,527.34717
FDT22,OUT013,931.61444
DRO35,OUT035,2038.1826
